pitch_variability,pause_ratio,speaking_rate,pitch_mean,jitter,voice_distress_z
30.83,0.102,4.02,160.4,0.01,-1.031
22.75,0.2394,3.38,151.5,0.011,0.391
27.7,0.1042,4.4,173.5,0.01195,-1.198
42.91,0.05,5.1,147.6,0.01119,-2.5
21.37,0.3224,3.01,205.2,0.01102,0.926
19.47,0.2855,3.49,195.3,0.01803,0.579
39.47,0.05,5.26,165.2,0.0117,-2.49
27.49,0.1722,4.2,178.0,0.01012,-0.771
21.79,0.2617,2.88,147.9,0.01901,0.808
11.5,0.4014,2.1,227.5,0.03122,2.429
23.62,0.1515,3.62,156.4,0.01193,-0.282
28.15,0.2168,3.85,163.2,0.01269,-0.436
22.01,0.1501,3.6,137.2,0.00552,-0.225
14.88,0.3598,3.15,188.8,0.02174,1.501
30.25,0.1919,4.18,148.4,0.01501,-0.775
30.17,0.1569,4.45,166.5,0.01073,-1.081
26.53,0.1693,3.57,156.8,0.00979,-0.23
29.73,0.0566,4.02,148.8,0.01883,-1.173
22.74,0.1999,3.76,154.4,0.01844,-0.064
17.78,0.39,2.84,187.9,0.0264,1.718
21.82,0.2208,3.88,149.7,0.018,0.092
25.85,0.2029,3.86,153.8,0.00532,-0.523
27.9,0.2181,4.31,174.9,0.00964,-0.438
31.04,0.1022,4.62,204.0,0.01059,-1.457
22.26,0.2593,3.43,182.8,0.01836,0.417
21.37,0.3001,3.55,151.2,0.01053,0.519
28.25,0.2327,3.7,159.5,0.00435,-0.241
5.69,0.5392,2.12,203.8,0.0387,3.446
21.87,0.2935,3.92,163.3,0.01602,0.381
24.35,0.2394,4.23,178.5,0.01681,0.011
25.44,0.1198,3.81,168.3,0.00964,-0.633
15.6,0.3258,3.38,192.4,0.01858,1.078
22.16,0.1362,2.88,161.6,0.00487,-0.064
31.64,0.0839,3.96,184.9,0.01112,-1.22
20.86,0.3265,3.3,173.5,0.02206,1.041
28.09,0.1516,3.97,150.4,0.01016,-0.771
14.31,0.3811,2.75,220.1,0.03342,2.066
15.87,0.246,3.03,150.6,0.01987,0.891
24.7,0.1902,4.02,153.9,0.01244,-0.468
20.55,0.4063,2.65,171.0,0.01816,1.487
22.16,0.2031,3.73,203.4,0.0134,0.122
22.62,0.3229,3.43,202.3,0.01288,0.616
20.85,0.2057,3.7,193.2,0.01796,0.208
28.66,0.1537,4.67,160.0,0.01417,-1.006
29.68,0.1399,4.03,201.4,0.01608,-0.742
20.88,0.2925,3.12,182.9,0.01718,0.752
25.62,0.1561,3.33,179.7,0.01248,-0.185
25.44,0.1639,3.66,167.7,0.01369,-0.397
29.14,0.1398,4.07,164.3,0.01333,-0.698
22.35,0.2099,3.68,166.3,0.01279,-0.027
14.44,0.4104,2.28,186.6,0.02132,2.076
29.88,0.1116,4.43,174.1,0.01304,-1.145
25.1,0.1785,3.59,170.8,0.01174,-0.236
19.51,0.4331,2.77,181.5,0.0216,1.728
25.2,0.1779,3.72,187.6,0.01429,-0.255
22.14,0.2385,3.23,125.9,0.01548,0.328
26.81,0.0746,4.06,172.6,0.00804,-0.926
16.38,0.3348,2.85,180.9,0.00963,1.342
25.81,0.2234,3.63,182.2,0.00861,-0.056
18.39,0.2811,2.91,175.9,0.02706,1.109
16.44,0.383,2.79,182.4,0.02367,1.741
10.24,0.487,2.3,210.9,0.03328,2.922
20.69,0.2883,3.48,194.3,0.01609,0.704
24.46,0.2388,3.49,164.4,0.01386,0.22
23.1,0.2095,3.79,171.3,0.01706,0.017
24.45,0.1982,3.97,190.2,0.01053,-0.43
24.12,0.232,3.33,137.2,0.01644,0.377
25.19,0.2631,3.62,154.6,0.01095,0.123
24.13,0.1861,3.6,189.0,0.01917,-0.092
15.8,0.4132,3.05,197.2,0.02477,1.809
28.24,0.1149,4.57,172.8,0.01574,-1.218
17.9,0.346,3.33,171.9,0.01937,1.235
16.78,0.385,2.71,167.6,0.02571,1.644
25.61,0.183,3.63,156.1,0.01106,-0.305
35.13,0.05,4.97,188.2,0.01233,-2.02
23.67,0.0509,4.25,155.6,0.01691,-0.83
16.0,0.3209,3.17,182.1,0.01925,1.246
25.71,0.1808,3.59,153.7,0.01261,-0.211
28.9,0.0699,3.77,177.6,0.01331,-1.004
26.28,0.1609,3.58,156.9,0.01356,-0.363
21.35,0.3195,3.22,173.6,0.01737,0.847
19.57,0.3028,3.4,146.3,0.02263,0.864
22.23,0.2057,3.4,140.8,0.00812,-0.05
25.7,0.1567,3.82,165.1,0.01638,-0.467
25.19,0.1956,4.0,145.1,0.01565,-0.288
27.14,0.1327,3.76,196.6,0.0177,-0.574
14.76,0.419,3.04,153.5,0.02016,1.786
26.76,0.2188,3.66,153.0,0.00939,-0.274
17.29,0.3429,3.31,179.9,0.02621,1.22
16.25,0.3362,2.6,177.8,0.01854,1.493
22.14,0.2937,2.74,160.4,0.01517,0.841
25.69,0.1548,3.7,150.6,0.01054,-0.448
22.34,0.2478,3.35,155.0,0.01581,0.425
23.11,0.2283,3.5,160.7,0.01678,0.195
27.28,0.1582,4.03,194.3,0.01144,-0.755
21.05,0.2504,3.52,170.1,0.01277,0.251
29.53,0.1027,4.2,182.7,0.01293,-0.894
18.19,0.3445,2.93,186.9,0.02291,1.272
31.25,0.1529,3.34,181.7,0.01332,-0.648
21.46,0.2031,3.61,125.4,0.01308,0.145
21.61,0.1781,3.42,163.8,0.0084,0.034
25.3,0.1663,4.23,184.6,0.00925,-0.592
21.56,0.2976,3.0,163.5,0.02095,0.855
27.14,0.1444,3.32,191.4,0.01256,-0.362
21.78,0.2976,3.31,197.7,0.018,0.696
26.55,0.1041,4.44,158.0,0.01535,-1.008
18.53,0.2535,3.23,159.0,0.00962,0.642
12.34,0.3707,2.07,173.1,0.02684,2.375
31.7,0.1598,4.61,155.6,0.01241,-1.198
24.6,0.1973,4.4,146.5,0.01068,-0.517
15.16,0.2262,2.57,177.6,0.01641,1.208
24.15,0.205,3.36,145.3,0.01287,0.125
22.56,0.3027,3.91,178.3,0.01061,0.406
19.13,0.263,3.19,180.3,0.01646,0.604
18.54,0.1947,3.1,147.7,0.01309,0.556
15.96,0.275,2.9,201.6,0.02137,1.247
21.97,0.251,3.04,177.6,0.0194,0.555
24.07,0.1494,3.22,176.2,0.01116,-0.122
21.29,0.2707,3.55,161.7,0.01387,0.522
7.84,0.4113,2.0,197.1,0.02682,2.714
23.02,0.2652,3.75,181.9,0.0095,0.184
27.11,0.1109,4.4,163.5,0.01378,-0.924
17.4,0.3736,2.56,208.3,0.02041,1.58
23.59,0.2651,3.39,165.7,0.01713,0.377
37.55,0.0601,5.16,182.1,0.01549,-2.166
15.62,0.3161,3.29,179.6,0.01832,1.107
27.04,0.0879,3.71,173.8,0.01415,-0.836
25.61,0.2294,4.01,139.9,0.01082,-0.278
25.89,0.2951,3.78,174.5,0.01476,0.219
21.99,0.2358,3.58,156.3,0.01244,0.263
20.75,0.3607,2.94,160.8,0.01997,1.149
22.79,0.2108,3.72,191.2,0.0163,0.103
16.39,0.294,3.4,168.0,0.0185,0.915
27.12,0.2375,3.69,150.0,0.01477,-0.251
19.93,0.3072,3.48,168.5,0.02068,0.783
22.97,0.1818,2.8,152.9,0.01858,0.456
26.4,0.1065,3.67,186.5,0.00858,-0.658
19.07,0.3765,3.06,167.6,0.02579,1.425
30.69,0.1341,3.75,172.9,0.01741,-0.805
20.4,0.2919,2.97,195.0,0.01776,0.874
22.53,0.2149,2.87,161.9,0.01383,0.441
13.91,0.4752,2.59,195.0,0.02854,2.334
22.09,0.2649,3.71,149.5,0.01365,0.259
28.63,0.1497,3.99,201.7,0.01139,-0.793
22.89,0.2239,3.63,179.0,0.00825,-0.091
26.68,0.1625,3.73,162.1,0.01292,-0.523
16.47,0.3246,3.51,163.0,0.02005,1.111
30.53,0.0788,4.1,163.3,0.01418,-1.201
32.67,0.1471,4.34,159.9,0.01305,-1.203
29.18,0.1265,3.69,194.3,0.01119,-0.846
21.68,0.4324,2.83,158.0,0.02258,1.677
14.44,0.3499,2.3,187.5,0.02588,1.889
20.89,0.1411,3.89,164.7,0.01061,-0.267
26.71,0.1874,3.67,163.2,0.01146,-0.39
22.43,0.1643,3.56,164.2,0.00732,-0.182
19.01,0.2765,2.63,177.2,0.02075,1.164
29.15,0.0872,4.02,178.1,0.01407,-1.155
19.6,0.2069,3.24,177.0,0.01493,0.432
18.97,0.2793,3.18,183.0,0.02436,1.042
25.64,0.2908,3.03,125.5,0.01522,0.643
23.94,0.2187,3.89,171.8,0.01498,-0.101
18.38,0.3129,2.55,152.2,0.02239,1.386
41.02,0.05,4.84,174.7,0.01903,-2.08
20.69,0.2571,3.73,195.3,0.01786,0.486
28.02,0.144,3.83,151.1,0.00887,-0.775
31.89,0.0516,4.21,161.1,0.01454,-1.499
21.66,0.1935,3.38,162.1,0.02169,0.357
18.52,0.262,2.7,200.0,0.02202,1.003
23.08,0.2201,3.42,166.4,0.01452,0.263
21.61,0.335,2.75,202.4,0.02331,1.219
14.95,0.4638,3.54,190.6,0.02795,1.906
14.99,0.3578,2.8,184.4,0.0229,1.658
16.98,0.4168,2.12,185.7,0.02302,2.061
19.34,0.2864,3.64,186.2,0.01769,0.759
25.1,0.2394,3.74,139.8,0.01398,-0.043
32.23,0.1265,4.25,166.3,0.01472,-1.204
25.23,0.1104,3.46,163.9,0.013,-0.464
29.62,0.1522,4.27,175.9,0.01086,-0.947
12.64,0.5225,2.33,188.2,0.03103,2.773
20.98,0.2137,3.12,149.4,0.01458,0.378
21.08,0.2983,4.07,166.6,0.01412,0.284
22.83,0.25,3.17,155.4,0.0139,0.494
23.5,0.2231,4.02,136.6,0.0118,-0.222
13.63,0.3908,3.05,196.2,0.0284,1.733
24.71,0.069,3.64,173.7,0.00785,-0.918
20.77,0.1927,3.8,174.3,0.00728,-0.19
24.04,0.1019,3.81,184.5,0.01652,-0.419
31.06,0.1209,3.77,155.0,0.01353,-0.917
26.17,0.1937,3.81,143.5,0.01382,-0.276
22.27,0.2293,3.74,163.9,0.00877,0.08
26.22,0.21,3.7,159.8,0.01421,-0.19
28.54,0.1442,3.89,152.4,0.01283,-0.732
35.92,0.1274,4.72,163.8,0.00725,-1.643
21.43,0.212,3.68,155.8,0.01627,0.17
34.59,0.0718,4.17,137.5,0.01248,-1.439
21.77,0.2854,3.39,167.5,0.01689,0.634
21.99,0.2556,3.61,148.9,0.01153,0.215
32.42,0.0574,3.65,168.5,0.00595,-1.37
24.79,0.2281,3.9,155.2,0.01378,-0.183
28.51,0.0995,4.13,181.7,0.01279,-0.925
25.26,0.208,3.43,192.9,0.01397,-0.057
17.84,0.3815,3.13,191.3,0.02656,1.439
35.33,0.05,4.43,141.7,0.00785,-1.849
22.51,0.2133,3.64,189.0,0.01113,0.029
21.91,0.2396,3.22,188.6,0.00945,0.374
19.89,0.2628,3.35,173.3,0.01653,0.773
25.24,0.2333,4.07,187.4,0.01391,-0.134
25.08,0.2008,3.72,156.7,0.01329,-0.18
23.64,0.2497,3.55,137.0,0.01096,0.043
28.63,0.2033,3.82,153.6,0.00937,-0.547
16.11,0.3163,3.05,203.9,0.02567,1.42
22.3,0.2714,3.27,142.9,0.01941,0.492
12.7,0.3722,2.68,187.8,0.02764,2.182
21.6,0.1777,3.89,165.5,0.00973,-0.189
25.95,0.0551,4.15,157.3,0.01643,-0.996
33.73,0.1355,3.9,158.3,0.00766,-1.23
31.3,0.05,4.89,166.1,0.011,-1.741
29.52,0.0565,4.75,156.6,0.00991,-1.685
21.27,0.2103,3.7,146.9,0.01066,0.24
22.67,0.2987,3.43,174.3,0.01523,0.646
32.3,0.05,4.54,181.1,0.00941,-1.628
18.15,0.2573,3.42,188.8,0.0192,0.609
26.75,0.1894,4.44,152.9,0.01208,-0.669
19.7,0.1773,3.23,148.0,0.01131,0.347
16.12,0.3477,3.04,180.1,0.02379,1.518
19.83,0.2254,3.08,199.3,0.01848,0.541
24.66,0.1362,3.71,174.7,0.01443,-0.459
30.91,0.138,3.63,175.6,0.01155,-0.84
33.58,0.05,4.7,178.3,0.01447,-1.834
30.21,0.0888,3.7,171.3,0.01376,-0.841
25.47,0.1988,3.58,166.8,0.01371,-0.3
28.76,0.0995,3.81,174.9,0.01616,-0.791
24.68,0.2866,3.54,156.8,0.00864,0.111
23.36,0.301,3.44,144.7,0.0112,0.367
27.68,0.1628,3.75,175.8,0.01729,-0.625
25.42,0.1773,3.47,183.6,0.01123,-0.268
21.55,0.2668,3.07,150.3,0.0049,0.606
23.64,0.2403,3.47,182.6,0.01493,0.234
28.81,0.0511,3.96,190.2,0.0124,-1.269
18.04,0.3606,3.15,181.9,0.01544,1.309
27.94,0.2032,3.72,152.7,0.016,-0.218
23.09,0.2045,3.77,167.1,0.01001,-0.107
21.47,0.3085,3.63,165.2,0.01865,0.78
20.41,0.2133,3.38,158.5,0.01319,0.384
20.27,0.2692,2.9,182.9,0.01576,0.872
22.82,0.2531,3.7,144.4,0.01109,0.089
28.31,0.1742,4.09,143.3,0.00919,-0.681
20.72,0.2091,3.34,169.6,0.01815,0.388
26.97,0.1428,4.65,164.7,0.01156,-0.954
24.41,0.16,3.48,171.5,0.0113,-0.287
20.06,0.1936,3.63,193.1,0.0092,0.095
24.51,0.1889,3.72,166.6,0.01559,-0.23
26.59,0.1817,3.39,174.0,0.01639,-0.336
34.73,0.05,4.66,150.4,0.01555,-1.745
30.91,0.24,4.32,176.5,0.01348,-0.782
25.54,0.1952,3.68,158.2,0.01361,-0.207
21.81,0.3336,3.52,168.0,0.00963,0.643
29.71,0.1347,4.12,163.4,0.01126,-0.941
16.94,0.3503,3.0,195.7,0.02007,1.366
25.6,0.1524,4.3,145.4,0.00652,-0.765
16.79,0.4181,3.25,142.4,0.02293,1.652
20.53,0.223,3.27,166.9,0.01333,0.464
23.48,0.1106,4.05,172.0,0.01559,-0.44
14.33,0.3673,2.77,188.6,0.02885,1.884
30.07,0.1019,3.95,183.5,0.01367,-1.013
15.6,0.2429,3.14,182.6,0.02119,0.903
19.31,0.321,2.4,168.5,0.01816,1.395
29.12,0.2207,4.11,130.1,0.01757,-0.419
16.8,0.3653,3.03,178.1,0.02327,1.48
24.73,0.1833,3.96,180.4,0.01291,-0.308
23.6,0.2241,3.32,162.6,0.01236,0.151
23.93,0.282,3.55,168.5,0.01129,0.331
25.35,0.1735,4.1,171.3,0.01343,-0.415
17.89,0.3749,3.58,159.5,0.01914,1.228
20.19,0.3767,3.15,183.9,0.01598,1.172
36.01,0.0554,4.6,189.6,0.00768,-2.059
15.63,0.35,3.22,178.1,0.01862,1.303
37.34,0.095,4.06,148.1,0.01559,-1.484
17.27,0.367,2.94,176.4,0.01842,1.64
17.87,0.3004,3.38,145.2,0.02,0.92
28.66,0.0898,4.49,170.1,0.01635,-1.147
26.71,0.126,3.94,171.8,0.00863,-0.815
26.6,0.1258,3.76,190.1,0.00982,-0.743
24.09,0.2252,3.7,162.1,0.00969,-0.12
23.51,0.1352,3.59,171.1,0.01685,-0.415
19.98,0.2798,3.27,161.4,0.02422,0.948
18.78,0.2971,2.64,175.4,0.02474,1.107
17.62,0.3236,2.52,158.9,0.02552,1.512
22.35,0.1858,3.29,162.1,0.01026,-0.018
29.23,0.1697,4.08,160.4,0.01784,-0.746
33.85,0.05,4.41,169.5,0.0128,-1.585
26.88,0.0743,4.09,155.6,0.01456,-0.964
19.01,0.324,3.07,177.8,0.0194,1.03
15.47,0.3798,2.39,179.4,0.02412,1.898
29.46,0.0674,3.9,160.0,0.01699,-1.111
27.65,0.1532,3.62,166.2,0.01362,-0.503
22.93,0.2246,3.4,165.6,0.01635,0.258
21.65,0.2154,3.56,179.8,0.01501,0.347
27.08,0.08,3.81,163.2,0.00945,-1.069
18.8,0.3346,3.89,164.8,0.01364,0.702
26.9,0.1473,4.17,162.3,0.01231,-0.769
25.25,0.2147,3.85,154.3,0.01012,-0.168
22.03,0.3151,3.26,166.2,0.01305,0.722
25.6,0.3618,4.05,195.5,0.01566,0.391
27.05,0.1266,3.77,151.3,0.01037,-0.663
23.54,0.227,3.65,160.8,0.01241,-0.033
26.17,0.1829,3.7,159.2,0.01289,-0.229
23.32,0.1614,4.01,161.3,0.01024,-0.353
23.62,0.1653,3.93,160.0,0.01635,-0.219
13.28,0.3348,2.58,188.4,0.02144,1.872
23.08,0.2744,3.13,146.1,0.01727,0.613
27.51,0.1315,3.95,180.6,0.01274,-0.627
21.14,0.3276,3.43,182.9,0.01741,0.822
27.98,0.1888,3.67,146.4,0.00811,-0.49
15.79,0.3542,2.48,145.0,0.024,1.775
22.66,0.2383,3.33,154.8,0.01719,0.359
24.34,0.1946,3.85,161.4,0.00997,-0.312
23.23,0.2763,3.9,209.1,0.0177,0.367
32.41,0.05,4.1,173.1,0.01312,-1.438
29.43,0.093,4.09,137.9,0.00816,-1.152
31.65,0.0662,4.14,154.7,0.00944,-1.385
24.97,0.1987,3.93,165.9,0.01656,0.007
13.13,0.3089,2.64,189.6,0.02679,1.634
11.61,0.4967,2.1,172.1,0.02816,2.807
18.37,0.2563,3.42,170.6,0.01453,0.521
16.25,0.3166,3.2,160.2,0.01446,1.098
34.31,0.0826,4.22,148.4,0.01067,-1.516
28.2,0.1143,3.63,168.9,0.00946,-0.801
28.86,0.0977,4.55,176.6,0.00677,-1.378
23.52,0.2603,4.06,177.6,0.01542,0.055
24.22,0.2732,3.72,173.6,0.01491,0.156
22.16,0.1715,3.78,157.5,0.00818,-0.203
37.63,0.05,4.78,175.7,0.01241,-2.02
17.71,0.2696,3.27,178.6,0.01528,0.86
32.41,0.13,4.28,167.0,0.01122,-1.162
24.58,0.2152,3.5,158.7,0.01288,0.088
10.79,0.3461,2.72,182.4,0.02731,2.023
26.79,0.0752,4.11,166.1,0.01801,-0.941
38.62,0.05,4.7,201.6,0.01068,-2.225
23.88,0.1462,3.57,169.5,0.00958,-0.358
18.15,0.3274,2.4,169.0,0.01852,1.424
12.26,0.3728,3.13,176.0,0.0308,1.943
27.2,0.0658,4.54,157.6,0.00704,-1.323
16.81,0.3038,3.08,203.6,0.01369,1.128
27.01,0.1834,3.77,159.0,0.01634,-0.451
23.46,0.209,3.47,178.6,0.01273,0.174
8.35,0.5196,2.61,191.1,0.03373,2.997
33.66,0.0889,4.0,168.9,0.0184,-1.339
24.95,0.3032,3.49,179.9,0.01477,0.343
20.88,0.2484,3.31,162.0,0.01362,0.672
17.35,0.3114,3.25,168.4,0.01984,1.053
24.46,0.1778,3.51,191.1,0.00938,-0.233
19.59,0.2336,2.9,183.5,0.01823,0.733
26.6,0.2194,3.74,176.9,0.01372,-0.218
23.62,0.2989,3.16,180.0,0.01753,0.576
27.25,0.2241,3.81,171.9,0.01564,-0.22
16.71,0.2104,3.69,202.7,0.01573,0.526
24.51,0.2264,3.28,165.7,0.00917,0.122
20.17,0.1842,3.15,178.2,0.01486,0.251
24.36,0.253,3.45,143.2,0.00938,0.117
18.77,0.3179,2.87,166.1,0.0215,1.176
27.28,0.243,3.85,147.0,0.0154,-0.171
32.76,0.05,4.52,184.1,0.0115,-1.592
16.06,0.393,3.03,141.9,0.02255,1.637
31.28,0.0708,3.91,159.0,0.01172,-1.242
28.19,0.1279,4.03,120.1,0.01441,-0.67
29.81,0.1205,4.16,152.5,0.01,-1.003
17.02,0.2873,2.62,174.1,0.01641,1.282
33.43,0.05,5.01,185.8,0.01341,-1.777
5.0,0.606,1.89,208.6,0.04007,4.0
15.09,0.4323,3.33,165.2,0.02179,1.568
24.1,0.2462,3.42,183.7,0.01187,0.252
26.68,0.2592,3.74,165.3,0.00859,-0.25
26.13,0.2578,3.43,169.0,0.01577,0.193
22.82,0.2921,3.28,153.2,0.01659,0.453
22.78,0.2708,3.32,157.9,0.01678,0.452
19.78,0.2834,3.46,159.3,0.02191,0.72
21.19,0.2505,3.18,166.8,0.00988,0.406
26.79,0.1771,4.14,166.2,0.01733,-0.55
25.67,0.2018,3.13,188.2,0.0121,0.117
25.29,0.1982,3.5,170.8,0.00649,-0.269
18.54,0.3664,2.95,138.0,0.02053,1.43
21.38,0.2367,3.4,176.1,0.01963,0.366
42.74,0.05,5.69,143.2,0.0109,-2.5
22.98,0.3621,2.68,158.4,0.01282,1.117
24.02,0.286,3.34,155.2,0.01306,0.33
25.79,0.2721,2.97,155.0,0.00943,0.246
27.16,0.1821,3.82,144.4,0.01348,-0.4
16.9,0.3453,3.06,181.5,0.02331,1.482
20.3,0.3548,3.56,155.2,0.01641,0.881
25.46,0.2051,4.06,170.4,0.00988,-0.434
23.87,0.1826,3.69,203.4,0.01753,-0.094
26.96,0.0702,4.31,145.1,0.00942,-1.174
32.16,0.1344,4.23,160.7,0.00875,-1.194
25.76,0.1463,3.52,127.1,0.00846,-0.641
20.36,0.2794,3.21,170.8,0.01996,0.693
18.69,0.2651,2.63,186.1,0.02055,1.03
17.99,0.2491,3.71,182.0,0.01405,0.499
20.85,0.2364,3.15,174.9,0.01782,0.575
20.01,0.3553,3.67,184.5,0.02071,0.97
29.29,0.155,3.81,203.2,0.00908,-0.728
21.63,0.2609,3.44,195.9,0.0096,0.254
20.39,0.3236,3.22,166.8,0.01977,1.069
17.94,0.3339,3.17,152.3,0.0177,1.246
16.28,0.3767,2.82,173.2,0.01938,1.516
19.19,0.3338,3.33,159.3,0.01962,1.049
23.78,0.2299,3.13,176.0,0.01733,0.302
21.47,0.3151,2.65,160.1,0.01394,1.033
22.54,0.2481,3.99,163.9,0.01004,0.09
31.0,0.1107,4.3,177.6,0.01895,-0.95
20.56,0.2035,3.71,163.5,0.01375,0.186
25.71,0.1615,4.51,150.8,0.01403,-0.714
25.8,0.1839,3.89,182.6,0.01552,-0.373
22.09,0.1344,4.08,136.8,0.01205,-0.439
25.19,0.1693,4.09,160.1,0.01439,-0.366
26.52,0.1799,3.46,164.4,0.01415,-0.237
33.99,0.0589,5.2,165.2,0.01362,-2.084
23.59,0.2724,3.78,170.3,0.01274,0.046
25.37,0.2844,3.56,174.2,0.01253,0.249
29.03,0.1924,4.27,164.5,0.01023,-0.746
21.69,0.3398,3.12,167.4,0.01731,0.898
18.7,0.3715,3.33,170.1,0.016,1.237
30.47,0.0709,3.77,155.8,0.00963,-1.183
30.31,0.145,3.71,176.8,0.01115,-0.792
27.05,0.178,4.32,155.3,0.00917,-0.74
27.3,0.1553,4.04,177.7,0.01048,-0.733
19.08,0.2906,3.21,175.2,0.01814,0.9
23.24,0.2168,3.3,157.2,0.01321,0.28
24.62,0.1921,4.3,174.3,0.01485,-0.523
35.71,0.05,5.06,154.1,0.01061,-2.104
21.2,0.3352,3.19,182.2,0.02109,0.998
29.02,0.0983,4.16,168.2,0.01482,-1.031
22.69,0.3079,3.88,156.8,0.01399,0.427
24.62,0.1827,4.04,176.3,0.01468,-0.353
17.51,0.3338,3.14,189.5,0.02384,1.317
35.35,0.0904,4.97,182.4,0.01556,-1.779
42.97,0.05,4.98,179.5,0.01567,-2.5
25.28,0.2544,3.25,174.6,0.01748,0.327
11.32,0.4125,2.25,169.7,0.02653,2.425
18.71,0.2988,3.05,216.6,0.02358,1.08
22.74,0.1947,3.54,146.5,0.01771,0.062
25.6,0.1837,3.82,179.2,0.01013,-0.347
19.9,0.2461,3.4,181.2,0.0175,0.551
31.24,0.1014,4.51,147.4,0.01205,-1.338
22.38,0.2877,2.88,168.9,0.01851,0.811
19.46,0.2313,3.14,169.9,0.01879,0.517
19.65,0.3902,3.26,197.3,0.01979,1.264
7.55,0.5449,1.94,187.4,0.02955,3.434
22.28,0.1964,3.14,165.8,0.01588,0.295
26.19,0.1318,4.19,130.0,0.00925,-0.865
23.7,0.126,3.23,191.0,0.00753,-0.369
35.26,0.05,4.48,148.9,0.00821,-1.839
25.74,0.1812,4.08,169.9,0.01298,-0.499
30.14,0.1625,3.65,163.5,0.01608,-0.581
23.24,0.186,4.12,163.5,0.01212,-0.353
21.97,0.1743,3.35,179.0,0.01385,0.081
29.26,0.1697,4.47,190.1,0.01555,-0.927
19.0,0.3099,2.95,182.2,0.01633,0.981
23.8,0.2205,3.8,174.8,0.01356,-0.015
23.94,0.2154,3.83,169.9,0.01197,-0.168
26.62,0.1363,3.59,180.3,0.0137,-0.476
22.68,0.1894,2.9,159.9,0.01179,0.304
22.25,0.3412,3.25,191.0,0.01615,0.793
30.45,0.1492,4.1,181.7,0.01242,-1.024
29.37,0.1962,4.13,181.2,0.01695,-0.413
23.74,0.2026,3.7,155.1,0.01458,-0.105
31.24,0.0911,4.21,162.5,0.01048,-1.253
27.9,0.069,4.65,168.6,0.00798,-1.266
24.61,0.1616,3.42,144.4,0.00695,-0.215
19.91,0.3063,3.34,199.4,0.02294,0.881
21.48,0.3244,3.28,168.0,0.01124,0.726
24.25,0.2668,3.39,171.6,0.01257,0.217
17.18,0.3665,3.04,166.6,0.02277,1.538
28.19,0.2302,3.43,145.1,0.00716,-0.176
20.06,0.2306,3.56,160.6,0.0196,0.388
25.01,0.2144,4.07,168.3,0.01124,-0.398
24.12,0.256,3.6,178.3,0.01068,0.02
26.06,0.1242,3.95,167.4,0.01126,-0.626
39.12,0.05,4.65,170.2,0.00983,-2.174
22.28,0.1983,3.83,159.9,0.01332,-0.049
19.08,0.4265,3.46,189.5,0.02144,1.318
18.93,0.2294,2.98,198.4,0.01367,0.553
17.5,0.3648,2.96,187.2,0.01906,1.497
16.6,0.3061,2.75,192.0,0.01782,1.309
25.13,0.174,3.4,170.5,0.01332,-0.084
21.75,0.2869,2.67,144.8,0.01002,0.788
25.9,0.1875,4.06,149.3,0.01054,-0.508
25.3,0.2386,3.52,171.8,0.01255,0.097
18.26,0.3136,2.78,172.2,0.01629,1.255
21.02,0.4228,3.16,186.0,0.02238,1.459
23.63,0.2284,3.35,190.1,0.01404,0.178
28.14,0.1687,3.75,175.9,0.00853,-0.548
24.42,0.2338,4.04,183.9,0.01181,-0.083
18.72,0.3299,2.85,173.6,0.00682,1.054
31.93,0.05,3.93,152.9,0.01274,-1.401
38.2,0.05,4.94,164.1,0.0111,-2.134
26.65,0.1526,4.25,152.9,0.00905,-0.843
33.1,0.05,3.8,188.4,0.01295,-1.319
28.84,0.1747,4.0,176.9,0.01552,-0.633
26.65,0.1298,3.86,172.8,0.01057,-0.833
25.57,0.1768,3.23,183.5,0.00917,-0.066
13.85,0.3999,3.04,152.1,0.02411,1.617
20.98,0.2336,3.68,177.7,0.01061,0.032
22.74,0.3171,3.34,148.9,0.01242,0.654
21.67,0.2238,3.63,172.4,0.02064,0.321
25.92,0.1538,4.57,160.3,0.01219,-0.888
18.27,0.3509,3.06,187.4,0.01467,1.212
24.73,0.1438,3.51,168.4,0.00661,-0.608
19.76,0.3955,2.94,193.2,0.01785,1.452
32.48,0.1103,4.18,156.0,0.01459,-1.204
33.39,0.05,4.63,175.6,0.00715,-1.854
22.12,0.2455,3.05,177.2,0.01989,0.595
21.5,0.2488,2.73,145.0,0.019,0.819
30.84,0.1247,4.48,151.2,0.01766,-1.151
32.05,0.1371,4.14,162.8,0.01299,-1.239
20.43,0.3206,2.87,195.2,0.02252,1.316
28.36,0.1264,4.51,172.0,0.0056,-1.085
14.46,0.3688,3.15,167.2,0.03144,1.624
28.26,0.0525,3.25,162.9,0.01027,-0.871
21.47,0.2779,3.38,202.9,0.01431,0.52
27.18,0.0924,3.35,166.7,0.01123,-0.551
19.0,0.2945,3.42,167.3,0.02136,0.681
27.13,0.1264,3.94,172.4,0.01862,-0.686
20.86,0.2103,3.88,176.5,0.01238,-0.103
26.66,0.2767,3.43,158.6,0.01532,0.174
28.49,0.0818,3.59,172.5,0.01213,-0.897
20.04,0.3365,3.06,169.0,0.01481,1.037
26.2,0.1513,4.0,175.8,0.01643,-0.594
27.55,0.2673,4.03,167.5,0.01013,-0.311
23.79,0.106,3.8,172.2,0.01661,-0.436
